GPA,LSAT,S
1.3344332494089812,0.8958397963858108,0
-0.45722897409958607,-1.7174161531073027,0
0.35346897392250426,-0.7362454519497614,0
-2.144125815490245,-0.674798170824171,0
1.3690302051831436,-0.8347380596566636,0
-2.0755373800362946,-1.1455522412667731,1
0.9622458758426864,-0.11430222624790909,0
-0.5100888645383067,0.4553930436105726,1
-1.5003575983119468,-1.3232852463876164,1
3.2306906430394235,0.821094083775335,0
0.4499871422181515,-0.06734409309529943,0
-0.5601419976820599,-0.2219670911103575,1
0.5347190985468883,-1.2917178276436476,0
-1.334030734406301,-1.4792679120955103,0
0.10487720819622104,-1.1548527645868751,1
0.8255246562183023,2.561550575113002,0
0.7901273428420806,-0.03849724526201148,1
-0.1232892804021557,-1.2349251127182894,0
-0.3830049783114674,-0.5682356812354401,1
1.901069612394609,3.2674200835685516,0
0.3257524577846551,-0.5120787095689754,0
-0.7816841201966206,-0.9251508344664583,0
1.476922159341774,1.0717695887000769,0
1.3923035206912828,2.4299600861425183,0
-1.8465746568825656,0.03926446142986029,1
-1.8291139137583174,0.8665469140032649,1
-1.3944237079510564,-0.06466579882404216,0
-2.0943534267365793,-0.8402559809273442,1
-0.8597401926302679,0.7978201360085512,0
-0.0026785666965382093,-0.20925853243587483,0
-0.8013641754908405,-1.8791616679801972,0
-0.49116980712143055,-3.0103054287257724,0
1.1298807465075238,2.047395615093668,0
0.42167094919688897,1.7800796519322297,1
-1.161100022765252,-0.1256989808068788,1
0.7079403323195834,0.8164150398100445,0
0.14213581567254974,0.953766681335889,0
0.09407096942094484,-0.8016238476493072,0
0.9569606290381161,-0.4914750310089524,0
0.21439264917110534,-0.3155810942822115,0
-0.6086584230421554,-0.9762628353502454,0
0.8434004173027884,-0.152942982882026,0
1.9109428740831593,-0.8233239760859428,0
0.8561982966028594,1.1925225874844918,1
0.675807216286799,1.2735194364802682,0
0.4750593055154626,2.2726782131334,0
0.8431109898140969,2.3814558854308707,0
2.338288432726462,-0.06270149005555004,1
-2.0234100986033177,0.6595603748679055,0
1.399040504791317,0.736459219757203,0
0.40446035027959365,0.20744685456989648,0
0.9698018598312995,1.949201926029846,0
-1.1633324170397565,1.280685612028834,0
0.7864498880092151,-0.13168543601292693,1
1.1683948060581373,1.0343872549244049,0
0.5415505479400522,1.2359592907769523,1
0.02930334079904881,-0.47757691457111084,0
0.016247490416325783,-0.02271716731341611,0
0.7224626526467478,-0.43332325045633646,0
0.6910567228775498,1.977870887851059,0
1.5648806797233967,-0.47782650477463084,0
1.2001186367771977,0.2184410193201241,0
0.16635266425645312,-0.29289022316809127,0
0.6122573502174368,-1.0680721945981746,0
0.9716032401004193,1.6930012657439697,0
0.9608896732919587,0.9582744246864856,0
-0.2381902474370985,-1.3732819302977364,0
0.9837161491868199,-0.6624666390486187,1
0.014921386016728766,1.6149473151429368,0
-1.3916902853974082,-0.727119485813793,1
-0.039788775641847754,-0.051960939047221655,0
0.3072332806448641,-0.054201062651322296,0
0.7594442025859971,-0.303552609282857,0
-1.5770537734289194,-1.049447120575715,0
0.7691641340682983,-0.06930247217148539,1
1.0954152640261805,-0.27328073458681623,0
-0.47646214125270847,-0.6609851241467374,1
0.04289310741626373,0.23063139805013894,0
0.48840140686097927,0.8438951683912964,0
-0.26675864289406304,0.2227302054361956,0
-1.0543264579326277,0.9769338073845507,1
-2.1353612335776275,-0.5293550157725373,1
0.7567055286246318,-0.3714076925386087,0
1.1567855974619894,1.6644544038491245,0
2.3287653695925874,1.0653424644198846,0
0.17249526955576422,-0.21964371915353342,0
-1.8534087253220441,-1.4285287152371247,0
1.082458042059181,1.200178674771356,0
0.4191856682674664,1.086866653573359,0
0.8528265665019382,-1.4314123257811902,0
0.1382469328860072,-0.2476172638928646,0
-1.9362494284130571,-1.2404090675740953,1
0.14057628729986849,0.10365559847035208,0
1.3396478362946644,0.8622518836506228,0
-0.40715245688205426,1.1770827296967805,0
-1.44870120279151,-1.1076428638286056,1
0.255122105103887,1.0806706723343906,0
-0.21577763898276192,1.8257939313876514,0
-0.8324217051022484,1.7951768610178638,0
1.1133679163848302,0.884219882604149,0
-2.0326730082604763,-0.3747788085363699,1
0.008934820499114426,1.8648812373501527,0
0.9341743818929797,1.1308910487029986,0
0.8035435204124786,2.384313661025523,0
0.684078032121537,1.1083969310814883,0
-1.0623612313930768,0.49415845618610565,0
-0.8076509149979578,0.8967511045582515,1
0.32638480318479357,0.08555230392592039,0
2.9824884881972924,1.1025154904053434,0
0.08186257699681376,-0.22597935499922828,0
1.660007171776741,0.2048590576210443,0
-0.07246181720265926,0.4427959396862163,1
0.7829010089840538,0.18738846482678306,0
