LSAT,GPA,Y,S,Y_fair,LENI,LENI_D,HARSH,HARSH_D,LENIC,LENIC_D,HARSHC,HARSHC_D
-9.163602545975143,-2.01732437533031,0,-1,0,0.0036719312486967037,0,9.84035363208195e-12,0,0.026510172704029805,0,1.6224000344321202e-11,0
-4.877463743803437,-1.2672188672238192,0,-1,0,0.05696620586103187,0,1.1007031315070671e-07,0,0.30860611960829826,0,1.8147525360596247e-07,0
-5.188699052542594,-1.288860569624977,0,-1,0,0.047431402998016195,0,5.7801059411854985e-08,0,0.2689654868767564,0,9.529783254796562e-08,0
-3.6835660984870215,-0.3594125647358445,0,1,0,0.13967842488059526,0,2.470637845176878e-12,0,0.0563611499423103,0,1.4985176021475874e-12,0
-2.4102920901677485,-0.797083402318459,0,-1,1,0.23410053136960451,0,2.4479070715121388e-05,0,0.6931100820294956,0,4.035852367784918e-05,0
-10.968249554238746,-2.3775865107047527,0,-1,0,0.001118971539539213,0,1.8580370662592682e-13,0,0.008209452689954641,0,3.06338523289055e-13,0
-3.782661603257118,-1.0825196013069422,0,-1,0,0.10964690786670794,1,1.1825422470053138e-06,0,0.47642927327150225,1,1.9496810604602545e-06,0
0.7093374705144866,-0.2035637020929526,1,-1,1,0.7036069346091376,1,0.022207036384506326,0,0.9460650873798095,1,0.0360932475387853,0
7.485112831721745,1.7368626442598492,1,1,1,0.9959787234457005,1,0.09171171547985485,0,0.98914404823782,1,0.05770841876102402,0
0.5748332618837183,0.4611621511839394,1,1,0,0.7277523342958221,1,2.805296930227524e-08,0,0.49581224854773537,0,1.701498616561839e-08,0
5.738837149632686,1.4182927723232868,1,1,1,0.98749187852928,1,0.002228861687864497,0,0.9667147824972707,1,0.0013530595679514899,0
-7.979543851358402,-1.8066934511330472,0,-1,0,0.007925330559808022,0,1.2970205843660396e-10,0,0.055738378068556936,0,2.1384254258002715e-10,0
-2.7001754593267915,-0.1820700496951109,0,1,0,0.2360017478058727,0,2.1085806735128685e-11,0,0.10204314655232159,0,1.27891882697368e-11,0
0.5105479156391777,0.4913944223102579,1,1,0,0.7218681205703952,1,2.5425587913516785e-08,0,0.48843883004499955,0,1.542139876504549e-08,0
-9.451088378301316,-2.108678766724215,0,-1,0,0.0030086318936680817,0,5.053927140194472e-12,0,0.021811678818087883,0,8.332517176579975e-12,0
8.358591976509532,1.8847605944086665,1,1,1,0.9977183755133765,1,0.4017796278293006,1,0.9938221218287394,1,0.2894502663288167,1
2.6470373634874464,0.1458782260197783,1,-1,1,0.8939733877831467,1,0.6082478203298237,1,0.9842025919969086,1,0.7190901540425821,1
-7.664069166830942,-1.8000414127772568,0,-1,0,0.009579977035423435,0,2.4538818107637273e-10,0,0.06670422172779662,0,4.0457671365462636e-10,0
-5.7598321144876286,-1.44086372129241,0,-1,0,0.03266760106874397,0,1.5843160148866758e-08,0,0.19970192293947714,0,2.6120954864079414e-08,0
-9.847405122938753,-2.210006214205407,0,-1,0,0.002302522275997352,0,2.0672198891176794e-12,0,0.016766810653954214,0,3.4082694023981073e-12,0
4.980782494034858,1.3006704817951995,1,1,1,0.9797406333777223,1,0.0004358551997909598,0,0.9467819224003757,1,0.00026440488615830216,0
-0.1596018215844251,0.3315965938786513,0,1,0,0.6233326494096525,0,5.67266362171783e-09,0,0.37841478259288325,1,3.4406444164879566e-09,0
0.0572151507297426,-0.3392107465725095,1,-1,1,0.6064862069146513,0,0.005352735406865865,0,0.919277142166064,1,0.008794629955679457,0
-10.294200302446574,-2.285199707908739,0,-1,0,0.0017228000433693138,0,7.846016071233735e-13,0,0.012591273191092205,0,1.2935893586891526e-12,0
-8.436256193669777,-1.933421050003275,0,-1,0,0.0058132802857172846,0,4.583681909552384e-11,0,0.04141639243445577,0,7.55721386217768e-11,0
-5.115233532459064,-1.3093763586838956,0,-1,0,0.049174608994396934,0,6.558994112964331e-08,0,0.2764873367622029,0,1.0813952648311962e-07,0
6.051584480880492,1.5014000889592285,1,1,1,0.9898629624909543,1,0.004516770861737088,0,0.9729164246426892,1,0.0027444374545648794,0
