LSAT,GPA,Y,S,Y_fair,FYA,K,prob_K,LENI,HARSH,BP
-7.253371681554197,-1.7153974010825908,0,-1,0,-2.1149214720022,-0.9465578479241168,0.0005141594764859,0.3284073106255591,0.0016085780718854887,0.30000000000000004
-3.1679893705796003,-0.9098701379169002,0,-1,0,-0.8593806266472459,0.1029076210699957,0.6949281144405446,0.5225172245638959,0.008004296819825332,0.30000000000000004
-5.446562230335582,-1.3863456666154788,0,-1,0,-1.6698250358088262,-0.5217186532946927,0.0151610389491145,0.40459731572310087,0.003101721883438284,0.30000000000000004
7.482042925667651,1.781421508729377,1,1,1,2.3538541732569365,1.0342055502691994,0.9997449113747836,0.9416635816391888,0.6371101041271441,0.85
-5.246299340172874,-1.3547565676305475,0,-1,0,-1.5700584178925767,-0.4657430924418144,0.0235236383603588,0.412229443026545,0.0033033375564036358,0.30000000000000004
-5.390862452216251,-1.3645715480689609,0,-1,0,-1.5731798782447886,-0.501408679203032,0.0177882387460717,0.4098533752707971,0.0032393334760385385,0.30000000000000004
-1.3500848982270894,-0.6004029998944108,0,-1,1,-0.2899029143440127,0.534226042273713,0.9862627047418284,0.5985908312076039,0.014762304341152997,0.30000000000000004
9.004003221184558,2.027359124468834,1,1,1,2.828408395333056,1.3652152463147444,0.9999819387180916,0.9537949285247529,0.741679902688917,0.85
0.0707406400677614,-0.3223005439917037,1,-1,1,0.2001045404937705,0.9143931540917664,0.9993350577719096,0.663225046561798,0.025466349702792712,0.5499999999999999
-3.074666423455575,-0.2321775610054225,0,1,0,-1.1502090635166269,-1.6443455901266482,1.9362321632854053e-06,0.6830496554282295,0.030343630535280226,0.30000000000000004
-5.529002049577483,-1.3528693622225914,0,-1,0,-1.5615517225598516,-0.4692820317833968,0.022882013260674,0.4126867815878944,0.0033157878491339283,0.30000000000000004
7.337441291901563,1.7394190246620698,1,1,1,2.15147676231244,0.9797493586822484,0.999605696346316,0.9393129871599618,0.617473459523628,0.85
-2.3298065731229687,-0.0929553319245928,0,1,0,-0.8505815430578338,-1.4518607069240774,9.030573464101126e-06,0.7123950299478179,0.0396993856034974,0.30000000000000004
-3.871375670648773,-0.3527127862325726,0,1,0,-1.2918555007506614,-1.7770665148249292,6.69635174701364e-07,0.6563988823768664,0.0239996060957995,0.30000000000000004
-1.3975789800467842,-0.6101602198342034,0,-1,1,-0.3500897475865263,0.524433581148462,0.9851598658249318,0.5962441290385706,0.014481150148344363,0.30000000000000004
0.8633596013347181,-0.1659950122838972,1,-1,1,0.4703195743990789,1.1002629432614914,0.9998496062872904,0.6972010968602934,0.034489900352774855,0.5499999999999999
5.9890580343990365,1.4633848427979017,1,1,1,1.8559882557453289,0.6263355133089177,0.9933778045559376,0.9215347650230615,0.48170059848606517,0.85
9.561669913254669,2.1444630256493804,1,1,1,3.051906875274246,1.5340404249181925,0.9999953205411208,0.9586899943692239,0.7839653567472913,0.85
7.0528824118701365,1.6385604931681337,1,1,1,2.0802981623658554,0.8614881082005351,0.998985054463498,0.9333024124090032,0.5688402545184637,0.85
0.5996433983622671,-0.2243924449136245,1,-1,1,0.3770292630501101,1.0432787034705573,0.9997627667892668,0.6847326702911208,0.0308051172073536,0.5499999999999999
-1.1532051353045412,0.1468682848163988,0,1,0,-0.5051689073621346,-1.1266104056676025,0.0001218152423583,0.7589384315818126,0.06260477547414534,0.30000000000000004
-2.7446811224620578,-0.2158635856486696,0,1,0,-1.08046421299119,-1.6060205025080982,2.630947130298753e-06,0.6865709204813616,0.03131849150355796,0.30000000000000004
-7.111594944678783,-1.6542943673312984,0,-1,0,-2.135442346910533,-0.8613635978637577,0.001015955982246,0.34202246500765177,0.0018172922141973078,0.30000000000000004
8.59854036257951,1.9578086433950703,1,1,1,2.6851476666665266,1.276109543395022,0.9999631595152468,0.9506312518168,0.7141482566822013,0.85
-8.411185257046622,-1.9241698952339372,0,-1,0,-2.6198374303687277,-1.2338713547937026,5.164989013152668e-05,0.28410901182847714,0.0010600910865436906,0.30000000000000004
-3.1971800975165983,-0.2803669923151023,0,1,0,-1.2328879325310431,-1.7137463321853097,1.1113092104509002e-06,0.672526197739317,0.027632693956568154,0.30000000000000004
1.4282370771012725,0.571756049621031,1,1,0,0.3396625174862833,-0.5570977452846357,0.0114666227449599,0.8280338029457727,0.13511294115606107,0.85
-2.9030840249856293,-0.8578487559302461,0,-1,0,-0.7276931663441396,0.1803168780107922,0.8088469075081708,0.5354780890528099,0.008874162764034363,0.30000000000000004
-3.4902539943839663,-0.3354434898307227,0,1,0,-1.2475866556411717,-1.7610031390748488,7.614617664639376e-07,0.6602832012602545,0.02482206492188786,0.30000000000000004
-1.0162678021071805,0.1695783711143678,0,1,0,-0.4091536289739806,-1.107972514370494,0.0001413994740023,0.7630687958683982,0.06532382807565294,0.30000000000000004
-0.1088753368737014,0.3143390360100399,0,1,0,-0.1593728286283648,-0.9048366314047458,0.0007177343501202,0.7882383277993851,0.08538584673319194,0.30000000000000004
8.896331358012729,2.0184576052850454,1,1,1,2.695731257118772,1.3611280515390225,0.9999813384084492,0.9534010486619439,0.738254355478574,0.85
-9.306287980155547,-2.056568795816515,0,-1,0,-2.885788423163808,-1.4353580483780788,1.030506854368382e-05,0.2579657081066951,0.0008136733225458333,0.30000000000000004
-7.373135210932331,-1.7103108011956398,0,-1,0,-2.223191569854505,-0.9491253359247082,0.0005037116755155,0.32953016812580094,0.0016249992521972596,0.30000000000000004
8.767241121898985,1.9611509622770051,1,1,1,2.6958338437484506,1.277679240507705,0.999963619233124,0.9507878757260392,0.7155109064271328,0.85
1.3506806277918255,0.6025685731822668,1,1,0,0.4163816655206564,-0.5188693144618968,0.0155051793767808,0.8323770725710344,0.14247755762171585,0.85
2.3882041303008505,0.7870612770249905,1,1,0,0.6767553284432503,-0.283250296160113,0.0939780431438439,0.8565666024490276,0.19374183872246417,0.85
-8.887930887683702,-2.0133111551125755,0,-1,0,-2.8054542316149047,-1.35090888791124,2.025130433665671e-05,0.2663323525535847,0.0008871381464095573,0.30000000000000004
-9.28240904894826,-2.079002613600137,0,-1,0,-2.864937242050092,-1.4284760114438635,1.0888330049406343e-05,0.253694809177896,0.0007780003916410979,0.30000000000000004
-2.160011698499187,-0.0690578320589561,0,1,0,-0.7706710668345145,-1.4290790366095902,1.0835929619068976e-05,0.7172663918429425,0.041562116460769384,0.30000000000000004
-8.340407630741304,-1.8945445908383556,0,-1,0,-2.589588272484024,-1.1992583671746049,6.812712813119551e-05,0.29017287450014306,0.0011247274468952385,0.30000000000000004
-7.954628750172081,-1.857609856212532,0,-1,0,-2.492024192754461,-1.1322061397934644,0.0001164829546026,0.29783895695995777,0.001210851681723818,0.30000000000000004
-1.3047091623695422,-0.5797566624909184,0,-1,1,-0.275585365077175,0.549637224258444,0.9878367434315952,0.6035414769268919,0.015375071444545479,0.30000000000000004
-4.913764199806078,-1.288716309967184,0,-1,0,-1.4804847021032503,-0.3779797944923845,0.0463604804551588,0.42831816464681705,0.0037680119579007764,0.30000000000000004
-2.420346215749334,-0.8021597683937219,0,-1,1,-0.5678001413678513,0.2471382481800387,0.8783723202380419,0.5492993615068401,0.009909332456963587,0.30000000000000004
-4.081473611823366,-0.4237307450491702,0,1,0,-1.5070404494953695,-1.8948861288778016,2.609102673660715e-07,0.6402085109191099,0.02088819872885271,0.30000000000000004
-1.0647944969551884,0.1365179256001744,0,1,0,-0.5742769479666875,-1.158376118772474,9.44817903790743e-05,0.7570397524548698,0.0614008886270847,0.30000000000000004
-7.186179400156978,-1.7179622008971929,0,-1,0,-2.2856804091880503,-0.9505488319668944,0.0004980108019134,0.32784187792597386,0.0016003610087015267,0.30000000000000004
1.3055812939728446,-0.121980335596259,1,-1,1,0.4837445481560857,1.1730726751763887,0.9999159976184152,0.7064116788887891,0.03754450954047444,0.5499999999999999
-9.409718684773235,-2.109441934836611,0,-1,0,-2.949103083302227,-1.469128385128334,7.86541744578755e-06,0.24797494379566629,0.000732083323106784,0.30000000000000004
-10.406658389193655,-2.282909875312458,0,-1,0,-3.250957217949723,-1.7097613511236631,1.1473083131858329e-06,0.21705530554041552,0.0005175846510627477,0.30000000000000004
8.109666741941593,1.8656280704086576,1,1,1,2.5480440123034387,1.1561143788626749,0.9999037932698018,0.9461209181409089,0.6750808634877518,0.85
4.826511439064797,1.2654292050073817,1,1,1,1.4394432850143657,0.3585754224418608,0.946272386711809,0.9059731427546206,0.3848194378601873,0.85
0.8652957591896545,-0.191049748868579,1,-1,1,0.4857548492543289,1.0803522496780855,0.9998236419705532,0.6918857640806834,0.03285960758933778,0.5499999999999999
0.3787300954731571,0.4209728507091341,1,1,0,0.0406094398065605,-0.7727373531336293,0.0020622385880028,0.8054908834054523,0.10358097434430782,0.85
6.127420029660706,1.4881503875995978,1,1,1,1.7821653300108435,0.6463044268600298,0.9943500095657974,0.9233069318009718,0.4940754710914493,0.85
1.498663149708659,-0.0599864097162607,1,-1,1,0.5541764835133668,1.2469052665317693,0.999953464200932,0.719102402582196,0.04229087270532555,0.5499999999999999
-7.305803121538453,-1.6950981867415815,0,-1,0,-2.167495230206842,-0.931026775141192,0.0005821417911899,0.3328999174743979,0.001675115947009435,0.30000000000000004
6.966509266841495,1.6418909096011265,1,1,1,2.133370800242312,0.8637065851341774,0.9990028908222164,0.9335094286343545,0.5704731424061151,0.85
-5.665127484242106,-1.4338555675791294,0,-1,0,-1.750538588313839,-0.589670086122154,0.0088595463785254,0.39320603443954544,0.002821359319401484,0.30000000000000004
7.563006584434301,1.7574351317846555,1,1,1,2.330454563064321,1.0135820550813706,0.9996991676178602,0.9403318872615369,0.6259474821342457,0.85
-5.953716209432809,-1.450149511954225,0,-1,0,-1.7789735884981084,-0.6087255483237398,0.0076164115067387,0.38932521883213156,0.0027311461943520725,0.30000000000000004
